ID,smiles
DB0266,N=C(N)c1ccc2[nH]c(-c3cc(CC(=O)[O-])cc(Br)c3O)cc2c1
DB0267,FC(F)(CNc1nccc2oc(Cc3ccccc3-n3cncn3)nc12)[C@H]1CCCCN1
DB0268,Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]cnc3n2)c1
DB0269,O=C1[C@@H]2[C@H]3CC[C@H](CC3)[C@@H]2C(=O)N1c1ccc([N+](=O)[O-])c2ccccc12
DB0270,CN(C)c1nc2c(Br)c(Br)c(Br)c(Br)c2[nH]1
DB0271,CN1CCn2c1nc1c(Br)c(Br)c(Br)c(Br)c12
DB0272,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1
DB0273,O=C(NCc1cccnc1)c1cc(C(=O)NCc2cccnc2)ncn1
DB0274,NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1
DB0275,C[C@H](CC#CC(C)(C)O)[C@H]1CC[C@@H]2/C(=C/C=C3C[C@@H](O)C[C@H](O)C3)CCC[C@@]21C
DB0276,Oc1c(I)cc(Cl)c2cccnc12
DB0277,CN1CCC(N(Cc2cccs2)c2ccccc2)CC1
DB0278,O=C(O)CCCCCCNC1c2ccccc2CCc2ccccc21
DB0279,C[N+]1(C)CCCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1
DB0280,OC(CNCC(O)C1CCc2cc(F)ccc2O1)C1CCc2cc(F)ccc2O1
DB0281,COc1cc(NC(=O)Nc2cccc(CNC(=O)O[C@H]3CCOC3)c2)ccc1-c1cnco1
DB0282,O=C(C[C@H]1NCCC[C@@H]1O)Cn1cnc2cc(Br)c(Cl)cc2c1=O
DB0283,CCCCN1CCC(CNC(=O)c2c3n(c4ccccc24)CCCO3)CC1
DB0284,O=C(O)CCCN1CCC(OC(c2ccc(Cl)cc2)c2ccccn2)CC1
DB0285,CCN(CC)CCCCCCNc1cc(OC)cc2c(C)ccnc12
DB0286,COc1c(C(=O)NC2CCN3CCCC2C3)ccc(N)c1Cl
DB0287,CCc1cc2c(cc1CC)CC(NC[C@H](O)c1ccc(O)c3[nH]c(=O)ccc13)C2
DB0288,CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO
DB0289,CN(C(=O)C(c1ccccc1)c1ccccc1)[C@H](CN1CC[C@H](O)C1)c1ccccc1
DB0290,CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1
DB0291,OC(=NC1CC1)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1
DB0292,C#C[C@]1(O)CC[C@H]2[C@@H]3[C@@H](O)C=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C
DB0293,C[C@@H]1CC[C@H]([C@@H](O)C(F)(F)F)N1c1ccc2[nH]c(=O)cc(C(F)(F)F)c2c1
DB0294,CC(C)(CC1Cc2ccccc2C1)NC[C@@H](O)COc1cc(CCC(=O)O)cc(F)c1F
DB0295,Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1
DB0296,CC(=O)c1cc(C)cc(C)c1NC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1C
DB0297,COc1cccc2c1CCC(=O)N2CCCN1CCN(c2cccc(Cl)c2)CC1
DB0298,C=CC(=O)Nc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OCCCN1CCOCC1
DB0299,CCOC(=O)[C@@]1(OC(=O)C(Cl)Cl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C
DB0300,c1cncc(C2=NC(CN3CCCCC3)CON2)c1
DB0301,CCC(C)SSc1ncc[nH]1
DB0302,CCC(=O)Nc1c(C)cc(C(=O)N2CCC(N(C)CCc3ccccc3)CC2)cc1C.Cl.O
DB0303,NCCCCN(Cc1nc2ccccc2[nH]1)[C@H]1CCCc2cccnc21
DB0304,CC[C@H](C)CC(F)(F)[C@@]1(O)CC[C@H]2[C@@H](CC(=O)[C@@H]2CCCCCCC(=O)O)O1
DB0305,CC(=O)Nc1cccc(N2CCN(CCCCNS(=O)(=O)CC3CCCCC3)CC2)c1
DB0306,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc21
DB0307,CC(C)n1c(=O)c(C(=O)NCCCN2CCCCC2)c(O)c2ccsc21
DB0308,O[C@H](c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)[C@@H]1CCCCN1
DB0309,Cc1oc(=O)oc1COC(=O)C1=C([C@H]2CCCO2)S[C@@H]2[C@@H]([C@@H](C)O)C(=O)N12
DB0310,CN1CCC(N2CCN(C(=O)[C@H](NC(=O)c3ccc4cc[nH]c4c3)c3ccccc3)CC2)CC1
DB0311,CN(C)Cc1nc(-c2ncn3c2CN(C)C(=O)c2c(Cl)cccc2-3)no1
DB0312,Cc1cc2nc3c4cc(Cl)ccc4n(CC(=O)NCCN(C)C)c3nc2cc1C
DB0313,COC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C
DB0314,CO[C@@H]1[C@H](OC(=O)N[C@@H](C(N)=O)C(C)C)CC[C@]2(CO2)[C@H]1[C@@]1(C)O[C@@H]1CC=C(C)C
DB0315,CC(=O)N1CCN(CCN2[C@@H]3CC[C@H]2C[C@@H](NC(=O)c2nn(C(C)C)c4ccccc24)C3)CC1
DB0316,CCCn1c(=O)c2[nH]c(-c3cnn(Cc4cccc(C(F)(F)F)c4)c3)nc2n(CC)c1=O
DB0317,OC1CN(CCCOCCc2ccc3sccc3c2)C1
DB0318,CC(C)(C)c1cnc(CSc2cnc(NC(=O)C3CCNCC3)s2)o1
DB0319,O=C(Nc1cnccn1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1
DB0320,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(c3cccc(Cl)c3Cl)CC2)CC1
DB0321,Cl.c1cncc(N2CCC3(CCCN3)C2)c1
DB0322,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
DB0323,O=C(N[C@@H]1C2CCN(CC2)[C@H]1Cc1cccnc1)c1cc2ccccc2o1
DB0324,O=C1NCCN1CCN1CCC(c2cn(-c3ccc(F)cc3)c3ccc(Cl)cc23)CC1
DB0325,CN1CCN2c3ccccc3Cc3ccccc3C2C1
DB0326,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1
DB0327,CCOC[C@@H]1[C@@H](c2ccc(Cl)c(Cl)c2)C[C@@H]2CC[C@H]1N2C
DB0328,C[C@H]1NCc2cc(-c3ccc4c(=O)c(C(=O)O)cn(C5CC5)c4c3OC(F)F)ccc21
DB0329,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
DB0330,C1CCC2(C1)C1CN(CC3CC3)CC2CN(CC2CC2)C1
DB0331,CC(=O)Oc1cc2c(s1)CCN(C(C(=O)C1CC1)c1ccccc1F)C2
DB0332,COc1ccc(CCO[C@@H]2CCCC[C@H]2N2CC[C@@H](O)C2)cc1OC
DB0333,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
DB0334,Cc1nc2c(C)cccn2c(=O)c1CCN1CCC(c2noc3cc(F)ccc23)CC1
DB0335,CC(C)Nc1nc2cc(Cl)c(Cl)cc2n1[C@H]1O[C@@H](CO)[C@H](O)[C@@H]1O
DB0336,COc1ccc(CNc2nc(N3CCC[C@H]3CO)ncc2C(=O)NCc2ncccn2)cc1Cl
DB0337,O=C(c1ccc2nccnc2c1)N1CCCCC1
DB0338,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2
DB0339,C=C1/C(=C/C=C2\CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O
DB0340,C[C@H]1CN(C[C@H](Cc2ccccc2)C(=O)NCC(=O)O)CC[C@@]1(C)c1cccc(O)c1
DB0341,CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O
DB0342,Nc1cc(F)ccc1NC(=O)c1ccc(CNC(=O)/C=C/c2cccnc2)cc1
DB0343,Cc1cc(Nc2ncc(F)c(N[C@H]3[C@@H](C(N)=O)[C@@H]4C=C[C@H]3C4)n2)ccc1N1CCN(C)CC1
DB0344,CCCCCCCCCCCCCCCC(=O)Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2C#N)c(=O)n1
DB0345,Fc1ccc(Cn2c(NC3CCNCC3)nc3ccccc32)cc1
DB0346,CCCC1C(=O)c2nc([C@H]3C[C@H]4C[C@@H]3[C@@H]3O[C@H]43)[nH]c2N(CCC)C1=O
DB0347,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
DB0348,c1cc(-c2nc3c4c(ncc3[nH]2)CCOC4)no1
DB0349,O=C1c2ccccc2S(=O)(=O)N1CCCCNC[C@H]1CCc2ccccc2O1
DB0350,Cc1nc2ccccn2c(=O)c1CCN1CCc2oc3ccccc3c2C1
DB0351,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O
DB0352,COc1c(N2C[C@@H](C)C[C@H](N)C2)ccc2c(=O)c(C(=O)O)cn(C3CC3)c12
DB0353,CC(=O)S[C@H](C(=O)N[C@H]1Cc2ccccc2[C@H]2CCC[C@@H](C(=O)O)N2C1=O)C(C)C
DB0354,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
DB0355,CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
DB0356,C1CCN2C[C@@H]3C[C@@H](CN4CCCC[C@@H]34)[C@H]2C1
DB0357,c1ccc2c(c1)CCCC2C1=NCCN1
DB0358,Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21
DB0359,N[C@@H]1CCCCN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1
DB0360,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
DB0361,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1
DB0362,C[N+]1(C)CCN(CC(O)(c2ccccc2)C2CCCCC2)CC1
DB0363,CC(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2
DB0364,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1
DB0365,O=C(O)CCCc1ccccc1
DB0366,CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O
DB0367,Cn1cc(-c2cc3cccnc3[nH]2)c2cc(C(=O)NC(C)(C)CO)ccc21
DB0368,CC(=O)Nc1nc(C)c(-c2ccc(Cl)c(S(=O)(=O)NCCO)c2)s1
DB0369,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCC2)cc1
DB0370,O=c1[nH]c2ccc(Cl)cc2c(N[C@@H]2CN3CCC2CC3)c1-c1nc2ccccc2[nH]1
DB0371,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCC2)cc1
DB0372,C[C@H]1CCCC[C@@H]1Oc1cccc(-c2cc3cc(C(=N)N)c(F)cc3[nH]2)c1O
DB0373,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CNC2CCCCCCC2)cc1
DB0374,C[C@]12CCc3c(ccc4cc(O)ccc34)[C@@H]1CC[C@@]2(C)O
DB0375,CN1CCN(c2ccc(-c3cnc4[nH]cc(NC(=O)c5cccnc5)c4c3)cc2)CC1
DB0376,C[C@H](NC(=O)OCc1ccccc1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1ccccc1)[C@@H](C)O
DB0377,C[C@@H]1C[C@H]2CN1CCn1[nH]c3c(cccc3c1=O)-c1nc3c(cccc3[nH]c1=O)O2
DB0378,Clc1ccc(CCC2(Cn3ccnc3)OCCO2)cc1
DB0379,Cc1cc(N2CCC[C@@H]2C(=O)NCCc2ccc3c(c2)OCO3)nc(-n2ccnc2)n1
DB0380,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1
DB0381,CC(C)CCC(=O)N1CCC[C@H]1C(=O)NCc1ccc(C(=N)N)cc1
DB0382,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCc2ccccc2)cc1
DB0383,c1ccc(Nc2nc(OCC3CCCCC3)c3[nH]cnc3n2)cc1
DB0384,NS(=O)(=O)Oc1ccc2c(c1)S(=O)(=O)C(CC1CCCCCC1)=C2
DB0385,CS(=O)(=O)c1ccc(CN2CCN(c3cn[nH]c3-c3cc(Cl)c(O)cc3O)CC2)cc1
DB0386,CCNC(=O)c1noc(-c2cc(Cl)c(O)cc2O)c1-c1ccc(CN2CCOCC2)cc1
DB0387,CCNC(=O)c1cc2c(-c3cc(OCCN4CCCC4)c(Cl)cc3Cl)nc(N)nc2s1
DB0388,O=C(Nc1cc([C@@H]2CCCN2)[nH]n1)Nc1cccc2c1[C@@H]1CCCN1C2=O
DB0389,O=C(O)c1ccccc1NC(=O)N1CCC(c2ccccc2C(F)(F)F)CC1
DB0390,CS(=O)(=O)c1ccc([C@H]2NOC([C@@H](CC3CC3)[C@H](N)C(=O)N3CC[C@H](F)C3)N2)c(F)c1
DB0391,CS(=O)(=O)c1ccc(-c2noc([C@@H](CC3CC3)[C@H](N)C(F)=C3CCCC3)n2)c(Cl)c1
DB0392,Nc1cc(Oc2ccc(NC(=O)NC(=O)Cc3ccc(F)cc3)cc2F)ccn1
DB0393,O=C(Cc1ccc(F)cc1)NC(=O)Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1
DB0394,CCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4cccnc4)cc23)c1F
DB0395,COc1ccnc(NC2CCN(C(=O)c3ccc(C#N)cc3)CC2)c1
DB0396,O=C(Nc1cccc(-c2n[nH]c3ccc(-c4nc[nH]n4)cc23)c1)c1ccco1
DB0397,N[C@H]1Cn2c(nc3cnccc32)C[C@@H]1c1cc(F)c(F)cc1F
DB0398,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(F)c1
DB0399,CCCC(CCC)C(=O)N[C@@H]1Cc2ccc(S(N)(=O)=O)cc2C1
DB0400,C[C@@H]1CN(c2ccc([N+](=O)[O-])cc2)CCN1S(=O)(=O)c1ccc(C(C)(C)C)cc1
DB0401,Cc1ccc2c(c1)c1c(n2C[C@@H](O)CNC2CCCCC2)CCCC1
DB0402,C[C@H](c1nc(-c2ccc(S(C)(=O)=O)cc2)no1)[C@H](N)C(=O)N1CCCC1
DB0403,N#Cc1ccc2c(-c3cc4cc(CN5CCC(CN)CC5)ccc4[nH]3)n[nH]c2c1
DB0404,C[C@@H]1c2nc(C(F)(F)F)nn2CCN1C(=O)C[C@H](N)Cc1cc(F)c(F)cc1F
DB0405,CCCNC(=O)[C@@H]1CCCN1C(=O)[C@H](N)C(c1ccccc1)c1ccccc1
DB0406,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCC2)cc1
DB0407,Cc1c(Cl)cccc1NC(=O)[C@H]1CC(=O)N(C2CCCCC2)C1
DB0408,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)COC2CCCCC2)cc1
DB0409,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC2CCCC2)cc1
DB0410,Oc1ccc(-c2ccc3c(Cl)c(O)ccc3c2)cc1
DB0411,Cc1ccc(C(=O)N2CCC(Cc3ccccc3)CC2)cc1
DB0412,NS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1
DB0413,N=C(N)c1ccc(CNC(=O)[C@@H]2CCCN2C(=O)CCC2CCCCC2)cc1
DB0414,Cc1cccc(CNC(=O)[C@@H]2CCCN2C(=O)[C@H](N)Cc2ccccc2)c1
DB0415,C[C@H](C(=O)/N=C1\C=C(C2CC2)N=N1)c1ccc(N2CCNC2=O)cc1
DB0416,N[C@H](Cc1ccccc1)C(=O)N1CCC[C@H]1C(=O)NCc1ccccc1
DB0417,c1ccc(-c2oc3nccc(NCCN4CCNCC4)c3c2-c2ccccc2)cc1
DB0418,O=C(Nc1ccccc1)[C@H]1CC(=O)N(C2CCCCC2)C1
DB0419,c1cnn2ncc(-c3ccnc(NC4CC4)n3)c2c1
DB0420,O=C(CN1[C@H](Cl)CN=C(NCCc2ccccn2)[C@@H]1O)NCc1csc2ccc(Cl)cc12
DB0421,CC1CCN(c2ccc(CO)cc2NC(=O)c2ccc(C#N)o2)CC1
DB0422,CNc1cc(Nc2cc(C3CC3)[nH]n2)nc(Nc2ccc(CC#N)cc2)n1
DB0423,O=C1[C@@H](Cc2ccc(Cl)c(Cl)c2)SC(=S)N1NS(=O)(=O)c1cccs1
DB0424,CCOCn1c(SC2CCCCC2)c(C(C)C)c(=O)[nH]c1=O
DB0425,CN1CCN(c2ccc(C(=O)Nc3n[nH]c4cn(C(=O)Cc5cccs5)cc34)cc2)CC1
DB0426,N[C@H](CC1CCCCC1)C(=O)N1CCC[C@H]1C(=O)NCc1cccc(Cl)c1
DB0427,CS(=O)(=O)c1ccc2c(c1)nc1n2C[C@H](N)[C@@H](c2cc(F)c(F)cc2F)C1
DB0428,Cc1cc(C)cc(Nc2nccc(-c3nc(C)c(C(=O)N[C@@H](C)CO)s3)n2)c1
DB0429,N[C@H](COc1cncc2nc(-c3ccncc3)ccc12)Cc1c[nH]c2ccccc12
DB0430,C/C(=C\S(=O)(=O)N[C@H]1CCN([C@@H](C)C(=O)N2CCOCC2)C1=O)c1ccc(Cl)s1
DB0431,CCCNC(=O)[C@H]1O[C@@H]1C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)OCc1ccccc1)[C@@H](C)CC
DB0432,CNC(=O)c1c(-c2ccc(F)cc2)oc2cc(N(CCO)S(C)(=O)=O)c(C3CC3)cc12
DB0433,CN1CCC2(CC1)NC(=O)c1c(c3ccc(Cl)c(Cl)c3n1C)[C@H]2C#N
DB0434,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ncccc13)C2
DB0435,NC(=O)NCc1cccc(-c2cccc(-c3cc4cnccc4[nH]3)c2O)c1
DB0436,COc1cc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)cc(OC)c1OC
DB0437,COc1ccc(Nc2ncnc(Nc3cc(OC)c(OC)c(OC)c3)n2)cc1Cl
DB0438,NS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
DB0439,CS(=O)(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
DB0440,CS(=O)(=O)Nc1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
DB0441,Clc1ccc2c(c1Nc1ccnc(Nc3cccc(N4CCOCC4)c3)n1)OCO2
DB0442,NC(=O)c1cccc(Nc2nccc(Nc3c(Cl)ccc4c3OCO4)n2)c1
DB0443,Nc1nccc2ccc(CN3CC[C@H](NS(=O)(=O)c4cc5ncccc5s4)C3=O)cc12
DB0444,NC(=O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1
DB0445,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)CCc2ccc(Cl)s2)C1=O
DB0446,CN(C)c1ccc(-c2c(N)ncnc2C#Cc2ccc(N3CCOCC3)nc2)cc1
DB0447,Nc1ncccc1NCc1cccc(-c2cccnc2)c1
DB0448,c1ccc2c(c1)[nH]c1ccccc12
DB0449,NC1=N[C@H](CCNC(=O)c2ccoc2)Nc2c(F)ccc(F)c21
DB0450,COC(=O)c1ccc(NC(=O)NC[C@H]2CC[C@@H](C(=O)N3CCC[C@H]3CN)N2)cc1
DB0451,O=C(O)CCCCN(Cc1ccc([N+](=O)[O-])cc1)CP(=O)(O)O
DB0452,CCCN1CCC(c2nc3cccc(C(N)=O)c3[nH]2)CC1
DB0453,N#Cc1ccc(Nc2nc(N)nc(Cc3c(Cl)ccc4[nH]ccc34)n2)cc1
DB0454,c1nc2c(NC3CCCCC3)nc(Nc3ccc(N4CCOCC4)cc3)nc2[nH]1
DB0455,O=C(Cn1ccnc1)[C@]12C[C@H]3C[C@H](C[C@H](C3)C1)C2
DB0456,Cn1ncc2ncnc(NCCc3cnc(NC(=O)Nc4cccc(C(F)(F)F)c4)s3)c21
DB0457,CCCCc1c(-c2ccc(O)cc2)[nH]c2nccnc12
DB0458,c1cc(Nc2cc(C3CC3)n[nH]2)nc(Nc2ccc3[nH]cnc3c2)n1
DB0459,O=C(NC(=O)c1cc(F)c(F)cc1Cl)Nc1cc(F)ccc1N1CCC(C(=O)O)CC1
DB0460,NC(=O)C[C@@H]1CCCc2sc3nc(C(=O)NCc4ccc5c(c4)NC(=O)CO5)[nH]c(=O)c3c21
DB0461,C[C@H]1CNC(=O)c2[nH]c3ccc(C(=O)Nc4nc(C(=O)NCCN(C)C)cs4)cc3c21
DB0462,CC(C)[C@H]1C(O)=C(C2=NS(=O)(=O)c3ccccc32)C(=O)N1Cc1ccccc1
DB0463,CN1CCC[C@@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
DB0464,CN1CCC[C@H]1CCn1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21
DB0465,O=C(NCc1ccccn1)c1ccc(Oc2ccccc2)cc1
DB0466,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl
DB0467,CC1N[C@@H](N)CCC1CNCCN1C(Cl)=CN=C(NCC(F)(F)c2ccccn2)C1O
DB0468,OC1/C(=N/CC[C@H]2CCCCN2)NC[C@H](Cl)N1CCNCc1csc2ccc(Cl)cc12
DB0469,CC(C)C[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O
DB0470,CC(C)Nc1ccc2cnn(-c3cncc(-n4ccc(CC(=O)O)c4)n3)c2c1
DB0471,O=C(CCCCCCC(=O)C(F)(F)F)Nc1ccccc1
DB0472,CC(C)[C@H](NC(=O)C1CCCCC1)C(=O)Nc1ccncc1
DB0473,Cc1nc(C)c(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)s1
DB0474,Nc1nc2cc3[nH]c(NCCN4CCOCC4)nc3cc2c(=O)[nH]1
DB0475,CSCC[C@H](NC(=O)[C@H]1CC[C@@H](C)CC1)C(=O)Nc1ccncc1
DB0476,COc1cc2c(c(OC)c1OC)-c1ccc(OC)c(=O)cc1[C@@H](NC(=O)CS)CC2
DB0477,CC(C)[C@H](C[C@H](O)[C@@H](N)CC1CCCCC1)C(=O)O
DB0478,CC(C)[C@H](NC(=O)NC1CCCC1)C(=O)N1CC[C@H](NC(=O)C2CC2)[C@H]1C1(C=O)CCC1
DB0479,O=S(=O)(NC[C@@H]1C[C@@H](OCc2ccc(Cl)cc2)CN1)c1cccc2cnccc12
DB0480,Clc1c[nH]c2ncnc(N3CCc4[nH]cnc4C3)c12
DB0481,N#CC1(NC(=O)[C@H](CS(=O)(=O)C[C@@H]2CCC(=O)N2)N[C@@H](c2ccc(F)cc2)C(F)(F)F)CC1
DB0482,CCc1cc(-c2[nH]nc(C)c2-c2ccc3c(c2)OCCO3)c(O)cc1O
DB0483,Brc1cccc(-c2cc(NCc3ccncc3)[n+]3[nH]ccc3n2)c1
DB0484,COc1cc2c(cc1OS(N)(=O)=O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](CC#N)CC[C@@H]12
DB0485,Oc1cc(O)c(-c2noc3ccc(NCCN4CCOCC4)cc23)cc1Cl
DB0486,CN(C)Cc1ccc(-c2cccnc2)o1
DB0487,CNCc1ccc(-c2cccnc2)o1
DB0488,NCC1CCN(CC(=O)Nc2cccc3c2C(=O)c2c-3n[nH]c2C2CCCCC2)CC1
DB0489,CCOC(=O)C(Cc1ccc2ccc(C(N)N)cc2c1)c1ccc(OC2CCNC2)cc1
DB0490,Nc1nc(N)c2c(OCC3CCN(Cc4cccc(Cl)c4Cl)CC3)cccc2n1
DB0491,COc1cc2c(cc1OC)C(=O)[C@H](CC1CCN(Cc3ccccc3)CC1)C2
DB0492,COc1ccc(CCc2c3nc[nH]c3cc3c(=O)[nH]c(N)nc23)cc1
DB0493,Oc1ccc(-n2nc3ccc(O)cc3c2Cl)cc1
DB0494,Clc1ccc([C@H]2C[C@@H]3CC[C@H]2N3)cn1
DB0495,O=C(CCCS)NC1CCN(Cc2ccccc2)CC1
DB0496,COc1cccc(OC)c1CN1CCC(NC(=O)CCCS)CC1
DB0497,COc1cc(Br)cc(CN2CCC(NC(=O)CCCS)CC2)c1OC
DB0498,O=S(=O)(c1ccc2c(c1)CN[C@@H](CF)C2)N1CCSCC1
DB0499,CN(C)C[C@@H](O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1
DB0500,CN(C)C[C@H](O)COc1ccc(Nc2nccc(Nc3cc(Cl)ccc3Cl)n2)cc1
DB0501,N[C@@H](CC(=O)N1CCC[C@H]1CNC(=O)c1ccccc1)Cc1ccccc1F
DB0502,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1
DB0503,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
DB0504,CNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1
DB0505,O=C(CN1C(=O)[C@@H](NC(=O)c2cc3cc(Cl)sc3[nH]2)Cc2ccccc21)NCCO
DB0506,CCOc1ccnc(CCNC(=S)Nc2ccc(Cl)cn2)c1F
DB0507,O=S(=O)(NCCC(F)(F)F)c1ccc2c(c1)CN[C@@H](CF)C2
DB0508,Cc1cccc(C(=O)c2ccnc(NCc3ccc(C(=N)N)cc3)c2)c1
DB0509,Cc1nnc(-c2ccc(-c3cc(C(=O)NC4CC4)ccc3C)c(C)c2)o1
DB0510,NC[C@@H](NC(=O)c1ccc(-c2ccnc3[nH]ccc23)s1)c1ccccc1
DB0511,Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21
DB0512,N[C@H]1CN(CCc2ccc3c(c2)OCO3)C(=O)C[C@@H]1c1cc(F)c(F)cc1F
DB0513,Cc1ccc(O)cc1Nc1ccnc2cc(-c3csc(C=O)n3)ccc12
DB0514,Cc1nnc(-c2ccc(C)c(-c3ccc(C(=O)NCC4CC4)cc3)c2)o1
DB0515,COc1ccc(NCCNC(=O)[C@H](CC2CCCCC2)Nc2nc3ccccc3o2)cc1
DB0516,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3cc(Cl)ccc3s2)C1=O
DB0517,C[C@@H](C(=O)N1CCOCC1)N1CC[C@H](NS(=O)(=O)c2cc3ccc(Cl)cc3s2)C1=O
